benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
bv-mul7;abc;sat;2;78.23;92.83;2906.0;abc17;sat;2;78.39;92.67;2960.0;avr;sat;-1;0.31;0.97;241.0;avy;sat;3;820.02;7796.31;3332.0;btormc;sat;-1;1.56;1.50;318.0;camical;sat;2;0.08;0.00;0.0;cosa2;sat;-1;0.08;0.00;0.0;nmtip;sat;2;0.47;0.38;64.0;nuxmv;sat;-1;5.92;16.31;1280.0;pdtrav;sat;2;84.84;401.64;5212.0;pono;sat;-1;0.12;0.05;0.0
bv-mul9;abc;time;-1;3600.10;46846.41;4236.0;abc17;time;-1;3600.10;46847.75;4253.0;avr;sat;-1;3.40;40.45;1217.0;avy;time;-1;3600.13;35991.09;24562.0;btormc;time;-1;3600.10;3600.02;154.0;camical;time;-1;3600.09;3599.99;222.0;cosa2;time;-1;3600.10;14499.06;776.0;nmtip;time;-1;3600.10;3599.96;256.0;nuxmv;time;-1;3600.10;14398.47;1100.0;pdtrav;time;-1;3600.10;25014.48;8324.0;pono;time;-1;3600.10;18105.00;1573.0
bv-paper_v3;abc;uns;-1;0.72;0.34;38.0;abc17;uns;-1;0.52;0.24;36.0;avr;uns;-1;0.32;0.94;229.0;avy;uns;-1;0.40;0.59;82.0;btormc;uns;-1;13.61;13.50;66.0;camical;unk;-1;0.03;0.00;0.0;cosa2;uns;-1;54.79;165.33;404.0;nmtip;uns;-1;0.05;0.00;0.0;nuxmv;uns;-1;0.47;0.43;195.0;pdtrav;uns;-1;1.42;1.27;116.0;pono;uns;-1;55.53;223.18;417.0
bv-peg_solitaire.3.prop1-back-serstep;abc;sat;9;537.47;6321.10;2043.0;abc17;sat;9;575.07;6741.95;2079.0;avr;unk;-1;3555.57;56929.77;4040.0;avy;time;-1;3600.10;35984.74;29293.0;btormc;time;-1;3600.10;3599.97;386.0;camical;time;-1;3600.09;3599.92;186.0;cosa2;time;-1;3600.09;14496.41;3275.0;nmtip;time;-1;3600.10;3599.97;983.0;nuxmv;time;-1;3600.10;14397.58;8624.0;pdtrav;time;-1;3600.10;21539.87;4995.0;pono;time;-1;3600.10;18106.04;6914.0
bv-pgm_protocol.3.prop5-func-interl;abc;time;-1;3600.10;40463.02;3967.0;abc17;time;-1;3600.10;40413.01;3903.0;avr;unk;-1;3574.24;56925.58;56089.0;avy;time;-1;3600.10;35990.87;11172.0;btormc;time;-1;3600.10;3600.04;5596.0;camical;time;-1;3600.09;3600.01;1358.0;cosa2;time;-1;3600.10;14495.32;6693.0;nmtip;time;-1;3600.10;3599.90;164.0;nuxmv;time;-1;3600.10;14397.67;3448.0;pdtrav;time;-1;3600.10;21443.04;18733.0;pono;time;-1;3600.10;18103.26;7296.0
bv-pgm_protocol.7.prop1-back-serstep;abc;uns;-1;130.18;1585.92;2203.0;abc17;uns;-1;133.86;1634.13;2184.0;avr;uns;-1;7.75;103.00;3099.0;avy;uns;-1;87.36;845.09;3275.0;btormc;time;-1;3600.09;3599.96;2128.0;camical;time;-1;3600.24;3599.95;4706.0;cosa2;time;-1;3600.10;14498.66;10378.0;nmtip;uns;-1;1123.12;1123.10;195.0;nuxmv;uns;-1;5.04;17.99;1099.0;pdtrav;uns;-1;329.39;1428.97;3650.0;pono;uns;-1;0.99;4.04;374.0
bv-picorv32-check-p05;abc;uns;-1;1.29;4.48;844.0;abc17;uns;-1;1.19;4.51;845.0;avr;uns;-1;1.26;10.73;950.0;avy;uns;-1;1.15;3.34;421.0;btormc;time;-1;3600.10;3599.92;4305.0;camical;unk;-1;1218.65;1218.59;6911.0;cosa2;time;-1;3600.11;12361.11;7497.0;nmtip;uns;-1;1.05;0.99;104.0;nuxmv;uns;-1;5.28;19.31;683.0;pdtrav;uns;-1;6.17;14.35;2529.0;pono;time;-1;3600.10;16077.71;10339.0
bv-picorv32-check-p09;abc;uns;-1;1.02;0.69;322.0;abc17;uns;-1;0.92;0.84;553.0;avr;uns;-1;0.41;1.29;591.0;avy;uns;-1;0.95;1.55;251.0;btormc;time;-1;3600.09;3600.01;5800.0;camical;unk;-1;1325.52;1325.50;7042.0;cosa2;uns;-1;553.82;2230.00;4356.0;nmtip;uns;-1;0.87;0.79;132.0;nuxmv;uns;-1;2.56;8.43;651.0;pdtrav;uns;-1;5.23;11.23;2525.0;pono;uns;-1;135.22;679.29;2882.0
bv-picorv32-check-p12;abc;uns;-1;1.23;3.14;812.0;abc17;uns;-1;1.18;3.99;831.0;avr;uns;-1;1.36;11.36;985.0;avy;uns;-1;1.15;3.30;411.0;btormc;time;-1;3600.09;3599.95;3820.0;camical;unk;-1;975.39;975.29;6510.0;cosa2;time;-1;3600.10;12265.60;7124.0;nmtip;uns;-1;1.00;0.88;105.0;nuxmv;uns;-1;4.76;17.29;687.0;pdtrav;uns;-1;6.21;14.49;1382.0;pono;time;-1;3600.10;15843.45;8467.0
bv-picorv32-check-p19;abc;uns;-1;1.15;2.43;638.0;abc17;uns;-1;1.05;2.46;630.0;avr;uns;-1;0.41;1.29;585.0;avy;uns;-1;0.98;1.96;293.0;btormc;time;-1;3600.10;3599.96;3535.0;camical;unk;-1;2233.77;2233.68;7460.0;cosa2;uns;-1;48.76;195.86;1657.0;nmtip;uns;-1;2.31;2.19;101.0;nuxmv;uns;-1;2.27;7.27;618.0;pdtrav;uns;-1;6.21;13.76;2529.0;pono;uns;-1;72.98;366.15;2375.0
bv-picorv32-check-p20;abc;uns;-1;1.12;1.61;645.0;abc17;uns;-1;0.98;2.20;682.0;avr;uns;-1;1.42;12.10;1247.0;avy;uns;-1;1.04;2.25;279.0;btormc;time;-1;3600.10;3599.97;5238.0;camical;unk;-1;2814.24;2814.15;6823.0;cosa2;time;-1;3600.10;13477.45;8490.0;nmtip;uns;-1;0.95;0.89;90.0;nuxmv;uns;-1;3.91;13.64;657.0;pdtrav;uns;-1;6.19;13.77;2524.0;pono;time;-1;3600.10;16677.43;10976.0
bv-picorv32-check-p22;abc;uns;-1;1.34;5.18;836.0;abc17;uns;-1;1.25;4.97;732.0;avr;uns;-1;1.39;11.66;988.0;avy;uns;-1;1.16;2.87;399.0;btormc;time;-1;3600.10;3599.91;4816.0;camical;unk;-1;949.96;949.89;6244.0;cosa2;time;-1;3600.10;12328.47;6815.0;nmtip;uns;-1;1.12;0.99;104.0;nuxmv;uns;-1;4.56;16.48;662.0;pdtrav;uns;-1;6.21;14.51;1363.0;pono;time;-1;3600.10;16252.69;10797.0
bv-picorv32-pcregs-p0;abc;time;-1;3600.10;43354.26;3244.0;abc17;time;-1;3600.11;43360.54;3190.0;avr;unk;-1;3575.53;54194.25;28380.0;avy;time;-1;3600.10;35987.56;3600.0;btormc;time;-1;3600.09;3599.94;377.0;camical;time;-1;3600.10;3600.03;286.0;cosa2;time;-1;3600.10;14497.64;1984.0;nmtip;time;-1;3600.09;3600.01;112.0;nuxmv;time;-1;3600.10;14398.12;2213.0;pdtrav;time;-1;3600.10;28116.86;10880.0;pono;time;-1;3600.10;18105.17;3380.0
bv-picorv32-pcregs-p2;abc;time;-1;3600.10;43422.68;4086.0;abc17;time;-1;3600.10;43423.66;4022.0;avr;unk;-1;3573.22;51295.72;22462.0;avy;time;-1;3600.11;35986.11;4375.0;btormc;time;-1;3600.09;3599.88;476.0;camical;time;-1;3600.09;3599.94;298.0;cosa2;time;-1;3600.10;14496.57;1879.0;nmtip;time;-1;3600.09;3600.00;108.0;nuxmv;time;-1;3600.10;14398.24;1881.0;pdtrav;time;-1;3600.10;28120.83;9898.0;pono;time;-1;3600.10;18104.79;3265.0
bv-picorv32_mutAX_nomem-p0;abc;sat;33;430.66;5670.65;2427.0;abc17;time;-1;3600.11;43250.29;7707.0;avr;unk;-1;3572.97;56926.48;23778.0;avy;time;-1;3600.10;35948.23;13666.0;btormc;time;-1;3600.09;3600.06;1593.0;camical;time;-1;3600.12;3600.01;2651.0;cosa2;time;-1;3600.10;14496.81;3540.0;nmtip;time;-1;3600.09;3599.92;874.0;nuxmv;time;-1;3600.10;14397.23;4380.0;pdtrav;time;-1;3600.10;24432.95;27552.0;pono;time;-1;3600.10;18105.31;4356.0
bv-picorv32_mutAX_nomem-p2;abc;time;-1;3600.10;42990.28;7703.0;abc17;time;-1;3600.10;42995.27;7723.0;avr;unk;-1;3556.66;56926.93;21452.0;avy;time;-1;3600.11;35946.38;14444.0;btormc;time;-1;3600.09;3599.99;1492.0;camical;time;-1;3600.11;3599.93;1923.0;cosa2;time;-1;3600.10;14498.29;4264.0;nmtip;time;-1;3600.09;3599.95;1378.0;nuxmv;time;-1;3600.10;14397.36;5216.0;pdtrav;time;-1;3600.10;24485.19;25636.0;pono;time;-1;3600.10;18105.91;4487.0
bv-picorv32_mutAX_nomem-p5;abc;sat;15;1067.89;13264.50;3238.0;abc17;sat;15;1068.55;13285.19;3224.0;avr;sat;-1;648.64;10370.42;9563.0;avy;time;-1;3600.10;35946.69;5862.0;btormc;sat;-1;1008.24;1008.18;778.0;camical;sat;15;737.51;737.49;543.0;cosa2;sat;-1;396.54;1596.37;1665.0;nmtip;time;-1;3600.10;3600.01;721.0;nuxmv;sat;-1;395.36;1578.13;5500.0;pdtrav;sat;16;683.02;4048.29;8356.0;pono;sat;-1;559.33;2812.44;2371.0
bv-picorv32_mutAY_nomem-p1;abc;time;-1;3600.10;41946.93;8479.0;abc17;sat;33;416.89;3703.43;1956.0;avr;unk;-1;3556.57;56927.78;47355.0;avy;time;-1;3600.10;35971.68;13463.0;btormc;time;-1;3600.09;3600.03;1586.0;camical;time;-1;3600.10;3599.93;892.0;cosa2;time;-1;3600.10;14498.94;3770.0;nmtip;time;-1;3600.10;3599.98;1091.0;nuxmv;time;-1;3600.10;14397.44;2784.0;pdtrav;time;-1;3600.10;24640.10;27172.0;pono;time;-1;3600.10;18104.39;4709.0
bv-picorv32_mutAY_nomem-p4;abc;sat;12;132.12;1796.16;1872.0;abc17;sat;12;137.93;1873.88;1856.0;avr;sat;-1;57.00;892.46;4501.0;avy;time;-1;3600.10;35972.06;46661.0;btormc;sat;-1;124.70;124.60;401.0;camical;sat;12;95.99;95.90;262.0;cosa2;sat;-1;67.53;271.60;831.0;nmtip;sat;12;661.28;661.18;2879.0;nuxmv;sat;-1;42.27;166.29;1480.0;pdtrav;sat;12;243.64;1771.87;4867.0;pono;sat;-1;34.74;174.19;855.0
bv-picorv32_mutAY_nomem-p6;abc;sat;34;784.87;9813.15;2708.0;abc17;sat;34;783.98;9808.94;2674.0;avr;sat;-1;1874.02;29996.98;22150.0;avy;time;-1;3600.10;35973.59;35451.0;btormc;sat;-1;2505.31;2505.21;1223.0;camical;sat;16;2004.03;2003.97;585.0;cosa2;sat;-1;1058.92;4264.29;1905.0;nmtip;time;-1;3600.09;3599.98;1962.0;nuxmv;sat;-1;957.64;3827.66;2393.0;pdtrav;sat;16;701.80;5032.21;5594.0;pono;sat;-1;1314.54;6610.60;3285.0
bv-picorv32_mutBX_nomem-p0;abc;sat;9170;346.65;2636.11;2134.0;abc17;sat;9170;356.41;2698.66;2102.0;avr;unk;-1;3575.44;56932.75;23689.0;avy;time;-1;3600.10;35947.02;13300.0;btormc;time;-1;3600.09;3600.02;1345.0;camical;time;-1;3600.09;3599.99;2029.0;cosa2;time;-1;3600.10;14498.20;3440.0;nmtip;time;-1;3600.10;3599.96;878.0;nuxmv;time;-1;3600.10;14397.36;4357.0;pdtrav;time;-1;3600.10;24433.69;28998.0;pono;time;-1;3600.10;18104.12;4763.0
bv-picorv32_mutBX_nomem-p5;abc;sat;33;239.12;3245.88;2141.0;abc17;sat;33;1836.72;22460.40;4140.0;avr;sat;-1;2859.14;45774.39;20630.0;avy;time;-1;3600.10;35947.52;6450.0;btormc;time;-1;3600.09;3600.01;1460.0;camical;sat;16;3073.79;3073.69;776.0;cosa2;sat;-1;2048.36;8247.16;2737.0;nmtip;time;-1;3600.09;3600.00;475.0;nuxmv;sat;-1;1513.74;6051.84;5650.0;pdtrav;sat;19;2806.93;16429.84;18419.0;pono;sat;-1;2310.32;11618.93;3817.0
bv-picorv32_mutBX_nomem-p8;abc;sat;11551;478.45;4646.35;2353.0;abc17;sat;26;2251.80;27435.74;5773.0;avr;unk;-1;3555.87;56926.87;22324.0;avy;time;-1;3600.12;35944.78;14252.0;btormc;time;-1;3600.09;3599.95;1453.0;camical;time;-1;3600.09;3599.94;1213.0;cosa2;time;-1;3600.10;14499.69;3669.0;nmtip;time;-1;3600.09;3599.98;5003.0;nuxmv;time;-1;3600.10;14397.03;4604.0;pdtrav;time;-1;3600.10;21524.30;23211.0;pono;time;-1;3600.10;18105.01;4392.0
bv-picorv32_mutBY_nomem-p1;abc;time;-1;3600.10;41944.08;7839.0;abc17;time;-1;3600.10;41968.33;7864.0;avr;unk;-1;3575.07;56937.30;44901.0;avy;time;-1;3600.10;35972.56;12210.0;btormc;time;-1;3600.09;3599.95;1498.0;camical;time;-1;3600.09;3599.99;556.0;cosa2;time;-1;3600.10;14496.57;3730.0;nmtip;time;-1;3600.09;3600.03;887.0;nuxmv;time;-1;3600.10;14397.72;3007.0;pdtrav;sat;16;751.85;4725.67;9175.0;pono;time;-1;3600.10;18106.33;4471.0
bv-picorv32_mutBY_nomem-p3;abc;sat;33;591.57;4826.92;2246.0;abc17;time;-1;3600.10;43979.64;5456.0;avr;unk;-1;3556.58;56926.86;43397.0;avy;time;-1;3600.10;35971.84;14577.0;btormc;time;-1;3600.10;3599.99;1374.0;camical;time;-1;3600.09;3600.01;487.0;cosa2;time;-1;3600.10;14496.73;3461.0;nmtip;time;-1;3600.09;3599.97;568.0;nuxmv;time;-1;3600.10;14397.24;3587.0;pdtrav;sat;18;1819.56;12207.08;14599.0;pono;time;-1;3600.10;18105.21;4350.0
bv-picorv32_mutBY_nomem-p4;abc;sat;14;759.18;9438.91;2859.0;abc17;sat;32;754.33;9374.83;3074.0;avr;sat;-1;822.56;13154.50;13299.0;avy;time;-1;3600.11;33125.28;35094.0;btormc;sat;-1;2783.34;2783.23;1003.0;camical;sat;14;673.54;673.50;439.0;cosa2;sat;-1;655.65;2640.00;1533.0;nmtip;sat;14;2089.46;2089.39;3117.0;nuxmv;sat;-1;444.56;1775.52;2069.0;pdtrav;sat;14;746.82;5428.27;15420.0;pono;sat;-1;687.65;3457.69;2119.0
bv-picorv32_mutBY_nomem-p6;abc;time;-1;3600.11;43624.18;7138.0;abc17;sat;34;267.41;3555.99;2156.0;avr;unk;-1;3556.79;56928.82;36941.0;avy;time;-1;3600.11;35972.23;38801.0;btormc;time;-1;3600.10;3600.01;1219.0;camical;time;-1;3600.09;3599.98;641.0;cosa2;time;-1;3600.10;14497.04;2990.0;nmtip;time;-1;3600.09;3599.74;1117.0;nuxmv;time;-1;3600.10;14397.26;2801.0;pdtrav;sat;20;2888.44;22518.98;30090.0;pono;time;-1;3600.10;18103.64;4516.0
bv-picorv32_mutBY_nomem-p7;abc;sat;35;273.00;2564.04;1919.0;abc17;sat;38;377.20;4947.96;2283.0;avr;unk;-1;3573.28;56933.44;49370.0;avy;time;-1;3600.10;35971.53;49196.0;btormc;time;-1;3600.09;3599.91;1404.0;camical;time;-1;3600.10;3599.99;564.0;cosa2;time;-1;3600.10;14498.22;3203.0;nmtip;time;-1;3600.10;3599.96;568.0;nuxmv;time;-1;3600.10;14397.32;4499.0;pdtrav;sat;19;1050.50;6783.84;7349.0;pono;time;-1;3600.10;18104.90;4199.0
bv-picorv32_mutCX_nomem-p0;abc;sat;33;729.66;9256.34;2493.0;abc17;time;-1;3600.10;43204.21;7128.0;avr;unk;-1;3575.82;56925.00;24745.0;avy;time;-1;3600.10;35947.46;12896.0;btormc;time;-1;3600.09;3599.93;1311.0;camical;time;-1;3600.09;3599.98;718.0;cosa2;time;-1;3600.10;14498.36;3392.0;nmtip;time;-1;3600.10;3600.00;1256.0;nuxmv;time;-1;3600.10;14397.21;4612.0;pdtrav;sat;18;2368.52;15876.24;27599.0;pono;time;-1;3600.10;18106.84;4335.0
bv-picorv32_mutCX_nomem-p8;abc;sat;14423;524.31;4737.35;2402.0;abc17;sat;26;185.78;2568.21;2021.0;avr;unk;-1;3574.95;56928.05;20895.0;avy;time;-1;3600.10;35947.26;8106.0;btormc;time;-1;3600.10;3600.01;1211.0;camical;time;-1;3600.10;3599.77;1135.0;cosa2;time;-1;3600.10;14497.01;3196.0;nmtip;time;-1;3600.10;3599.97;4995.0;nuxmv;time;-1;3600.10;14397.31;5077.0;pdtrav;time;-1;3600.10;24498.98;19085.0;pono;time;-1;3600.10;18104.80;4314.0
bv-picorv32_mutCY_nomem-p0;abc;time;-1;3600.11;42022.36;7838.0;abc17;time;-1;3600.10;42011.61;8003.0;avr;unk;-1;3556.76;56932.10;46259.0;avy;time;-1;3600.12;35972.22;15833.0;btormc;time;-1;3600.10;3599.98;1582.0;camical;time;-1;3600.09;3599.91;812.0;cosa2;time;-1;3600.10;14497.92;3262.0;nmtip;time;-1;3600.09;3599.96;1337.0;nuxmv;time;-1;3600.10;14397.49;3513.0;pdtrav;sat;16;676.83;4216.09;9515.0;pono;time;-1;3600.10;18105.66;4785.0
bv-picorv32_mutCY_nomem-p3;abc;sat;33;1914.08;20677.79;5215.0;abc17;sat;33;1994.05;21722.95;4997.0;avr;unk;-1;3575.32;56939.23;43318.0;avy;time;-1;3600.11;35972.05;12006.0;btormc;time;-1;3600.09;3599.92;1478.0;camical;time;-1;3600.09;3600.01;612.0;cosa2;time;-1;3600.10;14496.23;3333.0;nmtip;time;-1;3600.09;3599.95;577.0;nuxmv;time;-1;3600.10;14397.28;3007.0;pdtrav;sat;19;2588.21;17568.52;18622.0;pono;time;-1;3600.10;18104.53;4610.0
bv-ponylink-slaveTXlen-unsat;abc;uns;-1;387.10;3729.85;8378.0;abc17;uns;-1;408.00;3885.73;8391.0;avr;unk;-1;3572.62;35922.38;105115.0;avy;time;-1;3600.11;35958.40;14479.0;btormc;uns;-1;3369.36;3369.26;2537.0;camical;time;-1;3600.33;3599.92;7156.0;cosa2;time;-1;3600.10;14496.87;8845.0;nmtip;time;-1;3600.09;3600.00;125.0;nuxmv;time;-1;3600.10;14397.44;20052.0;pdtrav;time;-1;3600.10;22590.59;20912.0;pono;time;-1;3600.10;18104.49;14249.0
bv-qspiflash_dualflexpress_divfive-p007;abc;uns;-1;7.33;85.21;1038.0;abc17;uns;-1;7.40;87.45;1017.0;avr;uns;-1;2771.15;37204.48;44663.0;avy;uns;-1;1281.72;12811.86;11072.0;btormc;time;-1;3600.09;3599.92;482.0;camical;time;-1;3600.10;3599.97;280.0;cosa2;time;-1;3600.10;14498.01;2089.0;nmtip;uns;-1;0.75;0.69;17.0;nuxmv;uns;-1;115.82;461.35;495.0;pdtrav;uns;-1;441.43;2570.99;2500.0;pono;mem;-1;2687.90;13516.41;122897.0
bv-qspiflash_dualflexpress_divfive-p009;abc;uns;-1;101.19;763.64;1416.0;abc17;uns;-1;108.12;802.22;999.0;avr;uns;-1;7.90;105.14;2038.0;avy;time;-1;3600.10;35997.99;31748.0;btormc;time;-1;3600.10;3599.93;1575.0;camical;time;-1;3600.09;3599.96;628.0;cosa2;time;-1;3600.10;14498.23;2242.0;nmtip;uns;-1;0.57;0.48;17.0;nuxmv;uns;-1;22.03;86.63;400.0;pdtrav;uns;-1;455.43;2730.33;2325.0;pono;mem;-1;3019.20;15184.08;122961.0
bv-qspiflash_dualflexpress_divfive-p016;abc;uns;-1;0.60;0.33;51.0;abc17;uns;-1;0.50;0.29;40.0;avr;uns;-1;0.41;1.22;564.0;avy;uns;-1;0.28;0.11;62.0;btormc;time;-1;3600.09;3599.91;2473.0;camical;unk;-1;32.60;32.50;539.0;cosa2;uns;-1;5.47;21.54;272.0;nmtip;uns;-1;0.09;0.00;0.0;nuxmv;uns;-1;0.74;1.02;230.0;pdtrav;uns;-1;1.10;1.30;313.0;pono;uns;-1;0.92;3.64;159.0
bv-qspiflash_dualflexpress_divfive-p022;abc;uns;-1;0.58;0.34;54.0;abc17;uns;-1;0.48;0.31;56.0;avr;uns;-1;0.42;1.20;518.0;avy;uns;-1;0.75;0.99;217.0;btormc;uns;-1;0.05;0.00;0.0;camical;unk;-1;31.04;31.00;799.0;cosa2;uns;-1;0.13;0.16;49.0;nmtip;uns;-1;0.09;0.00;0.0;nuxmv;uns;-1;0.63;0.85;201.0;pdtrav;uns;-1;1.11;1.28;302.0;pono;uns;-1;0.15;0.05;71.0
bv-qspiflash_dualflexpress_divfive-p037;abc;uns;-1;0.68;1.25;546.0;abc17;uns;-1;0.65;2.60;660.0;avr;uns;-1;1.17;8.41;854.0;avy;uns;-1;0.78;5.04;461.0;btormc;time;-1;3600.10;3599.99;1936.0;camical;unk;-1;151.42;151.40;636.0;cosa2;time;-1;3600.09;11550.39;3498.0;nmtip;uns;-1;0.47;0.39;20.0;nuxmv;uns;-1;0.81;1.43;244.0;pdtrav;uns;-1;3.19;10.31;1035.0;pono;uns;-1;2728.46;11695.80;6255.0
bv-qspiflash_dualflexpress_divfive-p050;abc;uns;-1;3.02;29.52;847.0;abc17;uns;-1;3.34;31.96;849.0;avr;uns;-1;5.33;66.80;1952.0;avy;uns;-1;8.46;81.69;978.0;btormc;time;-1;3600.09;3599.93;2090.0;camical;unk;-1;266.53;266.50;634.0;cosa2;time;-1;3600.09;11891.70;2447.0;nmtip;uns;-1;0.48;0.39;20.0;nuxmv;uns;-1;3.56;12.75;317.0;pdtrav;uns;-1;34.20;176.89;1348.0;pono;time;-1;3600.10;15404.63;5884.0
bv-qspiflash_dualflexpress_divfive-p054;abc;uns;-1;3.45;35.19;843.0;abc17;uns;-1;3.37;35.35;843.0;avr;uns;-1;197.15;2961.83;7672.0;avy;uns;-1;11.21;109.50;1036.0;btormc;time;-1;3600.09;3599.98;2040.0;camical;unk;-1;356.30;356.19;628.0;cosa2;time;-1;3600.09;12002.54;2530.0;nmtip;uns;-1;0.52;0.49;17.0;nuxmv;uns;-1;3.61;12.61;321.0;pdtrav;uns;-1;91.23;500.63;1551.0;pono;time;-1;3600.10;15588.90;5940.0
bv-qspiflash_dualflexpress_divfive-p058;abc;uns;-1;1.02;4.90;670.0;abc17;uns;-1;0.95;6.24;689.0;avr;uns;-1;1.42;12.64;984.0;avy;uns;-1;0.55;3.36;423.0;btormc;time;-1;3600.09;3599.98;2443.0;camical;unk;-1;301.33;301.29;636.0;cosa2;time;-1;3600.09;12140.40;2566.0;nmtip;uns;-1;0.52;0.49;18.0;nuxmv;uns;-1;1.18;3.01;257.0;pdtrav;uns;-1;4.18;16.09;1066.0;pono;mem;-1;2421.20;10716.51;122988.0
bv-qspiflash_dualflexpress_divfive-p074;abc;uns;-1;16.24;175.26;1753.0;abc17;uns;-1;15.91;175.59;1723.0;avr;uns;-1;27.72;424.04;3479.0;avy;uns;-1;112.94;1125.50;4459.0;btormc;time;-1;3600.09;3599.88;1930.0;camical;time;-1;3600.10;3600.02;681.0;cosa2;time;-1;3600.10;14495.77;2928.0;nmtip;uns;-1;0.61;0.50;15.0;nuxmv;uns;-1;14.64;56.72;427.0;pdtrav;uns;-1;126.32;747.69;1766.0;pono;time;-1;3600.10;18104.56;13636.0
bv-qspiflash_dualflexpress_divfive-p079;abc;uns;-1;0.93;3.42;665.0;abc17;uns;-1;0.87;4.42;662.0;avr;uns;-1;1.48;13.37;981.0;avy;uns;-1;1.21;9.50;568.0;btormc;time;-1;3600.09;3599.92;2454.0;camical;unk;-1;280.52;280.50;699.0;cosa2;time;-1;3600.09;11667.57;2345.0;nmtip;uns;-1;0.52;0.49;15.0;nuxmv;uns;-1;1.03;2.35;254.0;pdtrav;uns;-1;6.19;26.48;1118.0;pono;time;-1;3600.10;15413.51;6711.0
bv-qspiflash_dualflexpress_divfive-p092;abc;uns;-1;0.66;0.84;536.0;abc17;uns;-1;0.59;0.77;524.0;avr;uns;-1;1.13;7.96;798.0;avy;uns;-1;0.74;4.57;453.0;btormc;time;-1;3600.09;3599.90;2043.0;camical;unk;-1;153.51;153.49;645.0;cosa2;time;-1;3600.10;11603.40;2313.0;nmtip;uns;-1;0.44;0.39;20.0;nuxmv;uns;-1;0.82;1.44;250.0;pdtrav;uns;-1;3.18;9.62;1038.0;pono;time;-1;3600.10;15273.33;6934.0
bv-qspiflash_dualflexpress_divfive-p097;abc;uns;-1;1.07;4.61;777.0;abc17;uns;-1;0.79;3.48;666.0;avr;uns;-1;1.47;13.28;948.0;avy;uns;-1;1.05;8.05;571.0;btormc;time;-1;3600.10;3599.92;1960.0;camical;unk;-1;310.47;310.39;684.0;cosa2;time;-1;3600.09;11890.30;2506.0;nmtip;uns;-1;0.62;0.49;17.0;nuxmv;uns;-1;1.33;3.37;258.0;pdtrav;uns;-1;6.19;26.37;1113.0;pono;time;-1;3600.11;15549.47;6421.0
bv-qspiflash_dualflexpress_divfive-p112;abc;uns;-1;1.46;9.61;688.0;abc17;uns;-1;1.35;9.88;711.0;avr;uns;-1;3.10;34.09;1331.0;avy;uns;-1;5.29;50.42;994.0;btormc;time;-1;3600.09;3599.98;2129.0;camical;unk;-1;474.39;474.29;648.0;cosa2;time;-1;3600.10;13403.35;3094.0;nmtip;uns;-1;0.57;0.49;18.0;nuxmv;uns;-1;2.27;7.41;284.0;pdtrav;uns;-1;26.21;132.23;1320.0;pono;time;-1;3600.10;15910.42;70666.0
bv-qspiflash_dualflexpress_divfive-p116;abc;uns;-1;7.27;83.93;894.0;abc17;uns;-1;3.98;41.23;965.0;avr;uns;-1;10.88;154.40;2574.0;avy;uns;-1;19.46;191.54;1248.0;btormc;time;-1;3600.10;3599.90;1810.0;camical;unk;-1;546.70;546.59;679.0;cosa2;time;-1;3600.09;12251.34;2622.0;nmtip;uns;-1;0.10;0.00;0.0;nuxmv;uns;-1;4.06;14.60;323.0;pdtrav;uns;-1;173.26;1001.81;1685.0;pono;time;-1;3600.11;16295.02;5626.0
bv-qspiflash_dualflexpress_divfive-p120;abc;uns;-1;1.55;11.80;838.0;abc17;uns;-1;1.52;11.87;869.0;avr;uns;-1;9.70;135.74;2366.0;avy;uns;-1;1.97;16.90;923.0;btormc;uns;-1;102.44;102.39;157.0;camical;unk;-1;544.24;544.20;677.0;cosa2;time;-1;3600.09;14115.27;3303.0;nmtip;uns;-1;0.32;0.19;18.0;nuxmv;uns;-1;6.25;23.22;337.0;pdtrav;uns;-1;12.20;55.15;1238.0;pono;uns;-1;78.93;396.37;736.0
bv-qspiflash_dualflexpress_divfive-p126;abc;uns;-1;3.25;31.26;892.0;abc17;uns;-1;3.34;34.01;896.0;avr;uns;-1;53.98;806.25;4787.0;avy;uns;-1;15.27;149.82;1144.0;btormc;time;-1;3600.09;3599.97;1926.0;camical;unk;-1;434.07;433.98;587.0;cosa2;time;-1;3600.09;12444.86;2702.0;nmtip;uns;-1;0.21;0.09;18.0;nuxmv;uns;-1;4.10;14.48;327.0;pdtrav;uns;-1;133.32;731.16;1626.0;pono;time;-1;3600.10;15512.56;5850.0
bv-qspiflash_dualflexpress_divfive-p127;abc;uns;-1;22.37;234.71;1192.0;abc17;uns;-1;22.94;240.50;1197.0;avr;uns;-1;264.04;3965.23;13318.0;avy;uns;-1;1316.99;13164.21;12446.0;btormc;time;-1;3600.10;3599.93;1377.0;camical;time;-1;3600.10;3599.96;530.0;cosa2;time;-1;3600.10;14498.54;2295.0;nmtip;uns;-1;0.11;0.00;0.0;nuxmv;uns;-1;58.65;233.09;976.0;pdtrav;uns;-1;2387.44;16239.14;5177.0;pono;time;-1;3600.10;18103.51;6527.0
