benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
bv-qspiflash_dualflexpress_divthree-p094;abc;uns;-1;161.17;1657.14;1565.0;abc17;uns;-1;164.72;1688.37;1597.0;avr;uns;-1;67.11;1055.70;5324.0;avy;uns;-1;693.94;6934.40;7858.0;btormc;time;-1;3600.10;3599.99;1921.0;camical;unk;-1;1649.67;1649.60;899.0;cosa2;time;-1;3600.10;14193.36;3387.0;nmtip;uns;-1;0.49;0.39;18.0;nuxmv;uns;-1;224.92;897.87;1017.0;pdtrav;uns;-1;962.74;5274.54;3123.0;pono;mem;-1;3246.50;16325.59;122945.0
bv-qspiflash_dualflexpress_divthree-p106;abc;uns;-1;29.95;278.56;1274.0;abc17;uns;-1;30.92;287.17;1279.0;avr;uns;-1;111.42;1765.54;5800.0;avy;uns;-1;191.37;1909.89;4550.0;btormc;time;-1;3600.10;3599.98;1768.0;camical;unk;-1;2426.96;2426.87;936.0;cosa2;time;-1;3600.09;12335.19;2910.0;nmtip;uns;-1;0.36;0.29;20.0;nuxmv;uns;-1;175.57;700.80;847.0;pdtrav;uns;-1;735.92;4273.24;2858.0;pono;time;-1;3600.10;16030.20;6540.0
bv-qspiflash_dualflexpress_divthree-p111;abc;uns;-1;1.78;14.80;745.0;abc17;uns;-1;1.76;15.95;756.0;avr;uns;-1;9.42;130.87;2298.0;avy;uns;-1;2.66;23.46;892.0;btormc;time;-1;3600.09;3599.86;2417.0;camical;unk;-1;559.42;559.39;688.0;cosa2;time;-1;3600.10;14497.07;3268.0;nmtip;uns;-1;0.56;0.49;17.0;nuxmv;uns;-1;6.48;24.23;337.0;pdtrav;uns;-1;4.19;16.10;1082.0;pono;time;-1;3600.10;17510.14;7881.0
bv-qspiflash_dualflexpress_divthree-p113;abc;uns;-1;44.06;350.94;915.0;abc17;uns;-1;45.36;360.75;890.0;avr;uns;-1;84.48;1334.48;6232.0;avy;uns;-1;138.74;1384.13;2831.0;btormc;time;-1;3600.09;3599.99;1832.0;camical;unk;-1;732.36;732.24;765.0;cosa2;time;-1;3600.10;12188.62;2583.0;nmtip;uns;-1;0.10;0.00;0.0;nuxmv;uns;-1;45.72;180.97;582.0;pdtrav;uns;-1;858.56;5010.26;3099.0;pono;mem;-1;2268.60;11408.33;122903.0
bv-qspiflash_dualflexpress_divthree-p121;abc;uns;-1;15.68;163.06;1204.0;abc17;uns;-1;15.74;164.21;1186.0;avr;uns;-1;48.87;763.89;4474.0;avy;uns;-1;90.11;893.54;3441.0;btormc;time;-1;3600.09;3599.88;2019.0;camical;time;-1;3600.10;3599.98;671.0;cosa2;time;-1;3600.10;14498.42;2860.0;nmtip;uns;-1;0.53;0.48;15.0;nuxmv;uns;-1;17.18;66.96;413.0;pdtrav;uns;-1;503.51;2836.62;2372.0;pono;time;-1;3600.10;18105.82;7136.0
bv-qspiflash_dualflexpress_divthree-p124;abc;uns;-1;2.65;24.71;725.0;abc17;uns;-1;2.63;25.07;713.0;avr;uns;-1;5.12;63.19;1810.0;avy;uns;-1;4.78;44.98;785.0;btormc;time;-1;3600.09;3599.91;2199.0;camical;unk;-1;329.02;329.00;645.0;cosa2;time;-1;3600.10;11892.10;2489.0;nmtip;uns;-1;0.49;0.38;16.0;nuxmv;uns;-1;2.51;8.16;295.0;pdtrav;uns;-1;41.21;215.74;1380.0;pono;mem;-1;3137.90;13507.67;122969.0
bv-qspiflash_dualflexpress_divthree-p134;abc;uns;-1;29.70;251.33;1049.0;abc17;uns;-1;30.85;261.01;1048.0;avr;uns;-1;116.48;1846.19;7472.0;avy;uns;-1;336.58;3357.17;7097.0;btormc;time;-1;3600.09;3599.99;1618.0;camical;unk;-1;3130.63;3130.58;830.0;cosa2;time;-1;3600.09;14043.99;3297.0;nmtip;uns;-1;0.12;0.00;3.0;nuxmv;uns;-1;18.19;71.16;596.0;pdtrav;uns;-1;1572.04;10585.81;4528.0;pono;time;-1;3600.10;17684.83;6936.0
bv-qspiflash_dualflexpress_divthree-p136;abc;uns;-1;1.43;10.51;692.0;abc17;uns;-1;1.25;9.50;652.0;avr;uns;-1;8.89;120.52;2343.0;avy;uns;-1;2.57;23.49;646.0;btormc;time;-1;3600.09;3599.97;2099.0;camical;unk;-1;305.88;305.80;675.0;cosa2;time;-1;3600.09;11933.75;2482.0;nmtip;uns;-1;0.52;0.39;15.0;nuxmv;uns;-1;1.85;5.90;278.0;pdtrav;uns;-1;18.22;89.49;1923.0;pono;time;-1;3600.10;15471.52;6639.0
bv-qspiflash_dualflexpress_divthree-p141;abc;uns;-1;1.31;7.94;654.0;abc17;uns;-1;1.08;6.94;747.0;avr;uns;-1;1.80;18.48;1207.0;avy;uns;-1;3.17;29.02;766.0;btormc;time;-1;3600.09;3599.91;2350.0;camical;unk;-1;510.02;510.00;789.0;cosa2;time;-1;3600.09;12145.64;2547.0;nmtip;uns;-1;0.63;0.59;15.0;nuxmv;uns;-1;1.56;4.64;269.0;pdtrav;uns;-1;7.18;31.37;1128.0;pono;time;-1;3600.10;15633.56;39807.0
bv-qspiflash_dualflexpress_divthree-p143;abc;uns;-1;0.61;0.32;50.0;abc17;uns;-1;0.71;0.31;52.0;avr;uns;-1;0.42;1.16;547.0;avy;uns;-1;0.25;0.17;62.0;btormc;uns;-1;0.03;0.00;0.0;camical;unk;-1;20.44;20.40;511.0;cosa2;uns;-1;0.12;0.06;0.0;nmtip;uns;-1;0.09;0.00;0.0;nuxmv;uns;-1;0.62;0.55;174.0;pdtrav;uns;-1;1.11;1.27;302.0;pono;uns;-1;0.14;0.05;72.0
bv-qspiflash_dualflexpress_divthree-p151;abc;uns;-1;84.00;638.70;1083.0;abc17;uns;-1;86.69;658.39;1085.0;avr;uns;-1;700.89;11208.45;31509.0;avy;uns;-1;636.67;6361.95;5850.0;btormc;time;-1;3600.10;3599.96;1525.0;camical;time;-1;3600.09;3599.93;602.0;cosa2;time;-1;3600.09;14496.94;2424.0;nmtip;uns;-1;0.08;0.00;0.0;nuxmv;uns;-1;63.34;251.52;719.0;pdtrav;uns;-1;518.60;2918.59;2336.0;pono;time;-1;3600.10;18105.68;5935.0
bv-qspiflash_dualflexpress_divthree-p153;abc;uns;-1;34.25;312.84;1436.0;abc17;uns;-1;34.37;317.82;1435.0;avr;uns;-1;440.12;7030.94;21672.0;avy;uns;-1;620.31;6194.64;5415.0;btormc;time;-1;3600.09;3599.98;1420.0;camical;time;-1;3600.09;3600.01;573.0;cosa2;time;-1;3600.10;14496.11;2513.0;nmtip;uns;-1;0.08;0.00;0.0;nuxmv;uns;-1;47.97;190.21;641.0;pdtrav;uns;-1;1323.12;9316.94;4306.0;pono;time;-1;3600.10;18106.16;6971.0
bv-qspiflash_dualflexpress_divthree-p158;abc;uns;-1;0.58;0.34;53.0;abc17;uns;-1;0.49;0.30;47.0;avr;uns;-1;0.41;1.30;659.0;avy;uns;-1;0.24;0.45;150.0;btormc;time;-1;3600.09;3599.91;1818.0;camical;unk;-1;26.96;26.89;558.0;cosa2;uns;-1;23.42;93.90;467.0;nmtip;uns;-1;0.09;0.00;0.0;nuxmv;uns;-1;0.70;0.89;232.0;pdtrav;uns;-1;3.20;7.70;1020.0;pono;uns;-1;0.25;0.54;101.0
bv-qspiflash_dualflexpress_divthree-p161;abc;uns;-1;22.35;220.61;1300.0;abc17;uns;-1;22.41;222.00;1296.0;avr;uns;-1;119.03;1886.23;8008.0;avy;uns;-1;453.09;4526.00;6036.0;btormc;time;-1;3600.09;3599.97;1683.0;camical;unk;-1;2683.21;2683.17;922.0;cosa2;time;-1;3600.10;14495.43;2986.0;nmtip;uns;-1;0.08;0.00;0.0;nuxmv;uns;-1;21.60;84.46;494.0;pdtrav;uns;-1;797.53;4801.16;2934.0;pono;time;-1;3600.10;18104.99;6957.0
bv-qspiflash_dualflexpress_divthree-p164;abc;uns;-1;1.18;6.96;698.0;abc17;uns;-1;1.10;7.48;663.0;avr;uns;-1;7.45;97.22;2086.0;avy;uns;-1;1.59;13.40;584.0;btormc;time;-1;3600.09;3599.97;2247.0;camical;unk;-1;216.90;216.80;606.0;cosa2;time;-1;3600.09;11690.76;2382.0;nmtip;uns;-1;0.51;0.39;15.0;nuxmv;uns;-1;1.31;3.39;263.0;pdtrav;uns;-1;16.20;77.35;1242.0;pono;time;-1;3600.10;15320.41;6629.0
bv-qspiflash_qflexpress_divfive-p017;abc;uns;-1;0.62;0.35;50.0;abc17;uns;-1;0.71;0.32;46.0;avr;uns;-1;0.41;1.38;674.0;avy;uns;-1;0.26;0.64;221.0;btormc;uns;-1;0.08;0.00;0.0;camical;unk;-1;17.40;17.30;637.0;cosa2;uns;-1;0.14;0.18;49.0;nmtip;uns;-1;0.08;0.00;0.0;nuxmv;uns;-1;0.64;0.72;190.0;pdtrav;uns;-1;1.11;1.35;381.0;pono;uns;-1;0.15;0.08;70.0
bv-qspiflash_qflexpress_divfive-p029;abc;uns;-1;0.92;3.84;648.0;abc17;uns;-1;0.77;3.52;673.0;avr;uns;-1;26.87;395.29;3207.0;avy;uns;-1;1.67;14.53;589.0;btormc;time;-1;3600.09;3599.91;2158.0;camical;unk;-1;210.31;210.19;604.0;cosa2;time;-1;3600.09;11624.26;2275.0;nmtip;uns;-1;0.48;0.38;16.0;nuxmv;uns;-1;1.30;3.43;260.0;pdtrav;uns;-1;6.16;23.65;1114.0;pono;time;-1;3600.10;15295.48;6504.0
bv-qspiflash_qflexpress_divfive-p036;abc;uns;-1;1.24;4.51;648.0;abc17;uns;-1;0.70;2.24;627.0;avr;uns;-1;1.15;8.20;834.0;avy;uns;-1;1.19;9.23;560.0;btormc;time;-1;3600.09;3599.98;2210.0;camical;unk;-1;169.40;169.30;546.0;cosa2;time;-1;3600.10;11546.49;2184.0;nmtip;uns;-1;0.57;0.49;17.0;nuxmv;uns;-1;0.90;1.80;246.0;pdtrav;uns;-1;4.15;14.88;1055.0;pono;time;-1;3600.10;15230.56;7594.0
bv-qspiflash_qflexpress_divfive-p038;abc;uns;-1;0.84;3.13;730.0;abc17;uns;-1;0.65;2.17;671.0;avr;uns;-1;1.17;8.77;842.0;avy;uns;-1;0.56;3.17;441.0;btormc;time;-1;3600.09;3599.99;2386.0;camical;unk;-1;131.78;131.70;533.0;cosa2;time;-1;3600.09;11505.81;2154.0;nmtip;uns;-1;0.59;0.49;16.0;nuxmv;uns;-1;1.13;2.94;256.0;pdtrav;uns;-1;3.29;9.10;1034.0;pono;time;-1;3600.10;15148.74;6910.0
bv-qspiflash_qflexpress_divfive-p048;abc;uns;-1;0.71;0.85;517.0;abc17;uns;-1;0.64;2.01;615.0;avr;uns;-1;0.41;1.32;595.0;avy;uns;-1;0.40;1.37;352.0;btormc;uns;-1;0.51;0.40;13.0;camical;unk;-1;39.60;39.50;531.0;cosa2;uns;-1;1.32;4.89;123.0;nmtip;uns;-1;0.15;0.09;15.0;nuxmv;uns;-1;0.88;1.81;250.0;pdtrav;uns;-1;1.12;1.49;498.0;pono;uns;-1;0.23;0.56;99.0
bv-qspiflash_qflexpress_divfive-p063;abc;uns;-1;30.05;252.16;1078.0;abc17;uns;-1;30.92;259.71;1083.0;avr;uns;-1;143.32;2275.92;9286.0;avy;uns;-1;146.39;1460.65;3027.0;btormc;time;-1;3600.09;3599.93;1748.0;camical;unk;-1;2717.65;2717.60;712.0;cosa2;time;-1;3600.10;14497.53;2531.0;nmtip;uns;-1;0.09;0.00;0.0;nuxmv;uns;-1;24.36;95.74;618.0;pdtrav;uns;-1;130.23;753.67;1741.0;pono;time;-1;3600.10;18105.70;6493.0
bv-qspiflash_qflexpress_divfive-p064;abc;uns;-1;0.76;2.55;628.0;abc17;uns;-1;0.60;1.18;548.0;avr;uns;-1;1.25;9.47;854.0;avy;uns;-1;0.51;2.58;433.0;btormc;time;-1;3600.09;3599.94;2409.0;camical;unk;-1;164.93;164.90;672.0;cosa2;time;-1;3600.10;11609.48;2258.0;nmtip;uns;-1;0.57;0.49;15.0;nuxmv;uns;-1;1.04;2.44;247.0;pdtrav;uns;-1;3.15;9.25;1924.0;pono;time;-1;3600.10;15272.91;7736.0
bv-qspiflash_qflexpress_divfive-p067;abc;uns;-1;87.84;938.85;1422.0;abc17;uns;-1;89.02;955.59;1420.0;avr;uns;-1;25.60;390.80;3100.0;avy;uns;-1;20.08;197.43;1894.0;btormc;time;-1;3600.10;3599.98;2204.0;camical;unk;-1;1293.20;1293.08;719.0;cosa2;time;-1;3600.09;12087.33;2519.0;nmtip;uns;-1;0.41;0.29;18.0;nuxmv;uns;-1;50.33;199.43;502.0;pdtrav;uns;-1;112.24;615.18;1628.0;pono;time;-1;3600.10;15776.77;6263.0
bv-qspiflash_qflexpress_divfive-p075;abc;uns;-1;60.97;547.18;1566.0;abc17;uns;-1;62.43;570.03;1587.0;avr;uns;-1;364.40;5312.45;10545.0;avy;uns;-1;827.38;8265.98;14949.0;btormc;time;-1;3600.09;3599.91;2399.0;camical;unk;-1;1007.50;1007.38;973.0;cosa2;time;-1;3600.10;12386.24;3401.0;nmtip;uns;-1;0.48;0.39;16.0;nuxmv;uns;-1;42.00;166.46;618.0;pdtrav;uns;-1;1105.59;6424.60;4431.0;pono;time;-1;3600.10;16151.00;6259.0
bv-qspiflash_qflexpress_divfive-p079;abc;uns;-1;1.49;10.29;714.0;abc17;uns;-1;1.23;8.48;706.0;avr;uns;-1;3.29;37.65;1357.0;avy;uns;-1;1.09;8.49;610.0;btormc;time;-1;3600.10;3599.98;2089.0;camical;unk;-1;366.59;366.49;690.0;cosa2;time;-1;3600.09;12357.60;2635.0;nmtip;uns;-1;0.54;0.49;20.0;nuxmv;uns;-1;5.19;19.09;315.0;pdtrav;uns;-1;3.15;10.89;1037.0;pono;time;-1;3600.10;15987.09;6981.0
bv-qspiflash_qflexpress_divfive-p094;abc;uns;-1;2.57;23.81;806.0;abc17;uns;-1;3.37;32.62;737.0;avr;uns;-1;3.32;37.96;1465.0;avy;uns;-1;3.03;27.74;773.0;btormc;time;-1;3600.09;3599.97;2234.0;camical;unk;-1;295.90;295.80;506.0;cosa2;time;-1;3600.10;11748.40;2278.0;nmtip;uns;-1;0.50;0.39;20.0;nuxmv;uns;-1;2.51;8.22;297.0;pdtrav;uns;-1;16.16;79.55;1245.0;pono;mem;-1;2422.99;10677.36;122990.0
bv-qspiflash_qflexpress_divfive-p100;abc;uns;-1;169.19;1925.70;1795.0;abc17;uns;-1;171.56;1958.55;1843.0;avr;uns;-1;28.47;436.85;3621.0;avy;uns;-1;157.18;1567.94;3426.0;btormc;time;-1;3600.10;3599.93;2065.0;camical;unk;-1;562.97;562.89;757.0;cosa2;time;-1;3600.09;12187.72;2615.0;nmtip;uns;-1;0.47;0.38;20.0;nuxmv;uns;-1;75.33;299.72;689.0;pdtrav;uns;-1;273.32;1493.84;1918.0;pono;time;-1;3600.10;15844.91;23178.0
bv-qspiflash_qflexpress_divfive-p104;abc;uns;-1;0.72;1.18;544.0;abc17;uns;-1;0.63;2.21;615.0;avr;uns;-1;1.12;7.43;794.0;avy;uns;-1;0.64;4.19;446.0;btormc;time;-1;3600.09;3599.97;2386.0;camical;unk;-1;133.41;133.30;619.0;cosa2;time;-1;3600.10;11509.43;2151.0;nmtip;uns;-1;0.41;0.29;17.0;nuxmv;uns;-1;0.80;1.47;246.0;pdtrav;uns;-1;3.15;9.37;1030.0;pono;time;-1;3600.10;15182.14;7009.0
bv-qspiflash_qflexpress_divfive-p107;abc;uns;-1;14.55;148.98;1116.0;abc17;uns;-1;15.22;155.58;1121.0;avr;uns;-1;30.00;460.92;3833.0;avy;uns;-1;38.10;377.95;1685.0;btormc;time;-1;3600.09;3599.93;2006.0;camical;unk;-1;975.22;975.18;681.0;cosa2;time;-1;3600.10;13486.51;3007.0;nmtip;uns;-1;0.09;0.00;0.0;nuxmv;uns;-1;17.92;69.85;538.0;pdtrav;uns;-1;222.38;1358.85;1835.0;pono;time;-1;3600.11;17154.60;5998.0
bv-qspiflash_qflexpress_divfive-p113;abc;uns;-1;1.31;8.01;667.0;abc17;uns;-1;1.09;7.44;680.0;avr;uns;-1;15.82;233.69;2573.0;avy;uns;-1;1.03;7.64;584.0;btormc;time;-1;3600.09;3599.95;2728.0;camical;unk;-1;403.81;403.70;589.0;cosa2;time;-1;3600.11;11840.12;2375.0;nmtip;uns;-1;0.59;0.49;17.0;nuxmv;uns;-1;4.17;15.04;296.0;pdtrav;uns;-1;3.16;11.14;1022.0;pono;time;-1;3600.10;15543.43;6998.0
bv-qspiflash_qflexpress_divfive-p121;abc;uns;-1;6.09;68.31;1275.0;abc17;uns;-1;6.21;71.83;1307.0;avr;uns;-1;12.08;174.18;2403.0;avy;uns;-1;15.41;150.78;1751.0;btormc;time;-1;3600.09;3599.99;2052.0;camical;unk;-1;2812.67;2812.51;806.0;cosa2;time;-1;3600.10;14497.91;2469.0;nmtip;uns;-1;0.58;0.49;17.0;nuxmv;uns;-1;5.27;19.60;300.0;pdtrav;uns;-1;28.18;153.96;1416.0;pono;time;-1;3600.10;18103.25;72160.0
bv-qspiflash_qflexpress_divfive-p122;abc;uns;-1;0.70;0.77;507.0;abc17;uns;-1;0.64;1.41;535.0;avr;uns;-1;0.42;1.19;584.0;avy;uns;-1;0.28;0.61;182.0;btormc;uns;-1;0.64;0.60;14.0;camical;unk;-1;50.58;50.51;572.0;cosa2;uns;-1;2.00;7.41;145.0;nmtip;uns;-1;0.23;0.19;18.0;nuxmv;uns;-1;0.86;1.85;247.0;pdtrav;uns;-1;1.12;1.42;371.0;pono;uns;-1;0.28;0.56;99.0
bv-qspiflash_qflexpress_divfive-p137;abc;uns;-1;5.54;60.44;905.0;abc17;uns;-1;6.52;74.86;900.0;avr;uns;-1;1785.37;26770.70;30908.0;avy;uns;-1;5.56;52.82;944.0;btormc;time;-1;3600.09;3599.88;2167.0;camical;unk;-1;390.11;389.99;533.0;cosa2;time;-1;3600.10;11910.01;2380.0;nmtip;uns;-1;0.11;0.00;0.0;nuxmv;uns;-1;4.20;15.24;329.0;pdtrav;uns;-1;38.18;202.68;1389.0;pono;time;-1;3600.10;15498.86;6624.0
bv-qspiflash_qflexpress_divfive-p139;abc;uns;-1;2.85;27.87;807.0;abc17;uns;-1;2.87;28.32;821.0;avr;unk;-1;3575.17;51774.30;48518.0;avy;uns;-1;5.48;48.15;861.0;btormc;time;-1;3600.10;3600.03;2430.0;camical;unk;-1;360.58;360.50;610.0;cosa2;time;-1;3600.10;12056.61;2398.0;nmtip;uns;-1;0.54;0.48;17.0;nuxmv;uns;-1;4.46;16.19;323.0;pdtrav;uns;-1;9.17;42.11;1170.0;pono;time;-1;3600.12;15698.64;6160.0
bv-rast-p00;abc;uns;-1;38.14;478.21;920.0;abc17;uns;-1;38.10;482.29;900.0;avr;unk;-1;3575.78;53758.93;34690.0;avy;uns;-1;42.29;418.05;677.0;btormc;time;-1;3600.09;3599.99;426.0;camical;time;-1;3600.09;3599.99;416.0;cosa2;time;-1;3600.10;14498.04;6223.0;nmtip;uns;-1;1.37;1.29;25.0;nuxmv;uns;-1;1251.26;5001.61;1198.0;pdtrav;uns;-1;15.50;81.58;2511.0;pono;time;-1;3600.10;18104.00;6861.0
bv-rast-p01;abc;uns;-1;0.80;0.55;55.0;abc17;uns;-1;0.73;0.55;53.0;avr;uns;-1;0.50;2.08;736.0;avy;uns;-1;0.55;0.82;98.0;btormc;uns;-1;0.07;0.00;0.0;camical;unk;-1;25.05;25.00;960.0;cosa2;uns;-1;0.16;0.21;66.0;nmtip;uns;-1;0.26;0.19;21.0;nuxmv;uns;-1;2.53;7.04;545.0;pdtrav;uns;-1;2.87;3.22;238.0;pono;uns;-1;0.20;0.12;81.0
bv-rast-p03;abc;sat;0;0.93;0.71;55.0;abc17;sat;0;0.80;0.58;61.0;avr;sat;-1;0.41;1.07;406.0;avy;sat;0;0.37;0.14;22.0;btormc;sat;-1;0.06;0.00;0.0;camical;sat;0;0.01;0.00;0.0;cosa2;sat;-1;0.14;0.20;63.0;nmtip;sat;0;0.03;0.00;0.0;nuxmv;sat;-1;1.52;2.73;359.0;pdtrav;sat;0;4.40;5.49;2100.0;pono;sat;-1;0.60;0.73;82.0
bv-rast-p04;abc;uns;-1;1.00;0.63;50.0;abc17;uns;-1;0.75;0.56;402.0;avr;uns;-1;0.51;1.94;764.0;avy;uns;-1;0.56;0.79;117.0;btormc;uns;-1;0.07;0.00;0.0;camical;unk;-1;13.86;13.80;1094.0;cosa2;uns;-1;0.16;0.20;66.0;nmtip;uns;-1;0.28;0.19;17.0;nuxmv;uns;-1;2.69;7.56;562.0;pdtrav;uns;-1;2.92;3.32;238.0;pono;uns;-1;0.20;0.11;81.0
bv-rast-p06;abc;sat;0;0.97;0.75;188.0;abc17;sat;0;0.81;0.59;52.0;avr;sat;-1;0.41;1.36;420.0;avy;sat;0;0.36;0.14;42.0;btormc;sat;-1;0.05;0.00;0.0;camical;sat;0;0.01;0.00;0.0;cosa2;sat;-1;0.14;0.19;63.0;nmtip;sat;0;0.03;0.00;0.0;nuxmv;sat;-1;1.53;2.90;353.0;pdtrav;sat;0;4.39;5.40;2096.0;pono;sat;-1;0.60;0.64;83.0
bv-rast-p11;abc;uns;-1;0.88;0.60;63.0;abc17;uns;-1;0.80;0.54;53.0;avr;uns;-1;0.42;1.49;429.0;avy;uns;-1;0.51;0.38;23.0;btormc;uns;-1;0.08;0.00;0.0;camical;unk;-1;17.03;17.00;2280.0;cosa2;uns;-1;0.20;0.18;63.0;nmtip;uns;-1;0.19;0.09;21.0;nuxmv;uns;-1;2.58;7.11;598.0;pdtrav;uns;-1;2.90;3.72;255.0;pono;uns;-1;0.23;0.67;126.0
bv-rast-p14;abc;time;-1;3600.10;34465.62;6298.0;abc17;time;-1;3600.10;34472.50;6144.0;avr;unk;-1;3574.81;54958.92;26173.0;avy;time;-1;3600.10;35995.24;33358.0;btormc;time;-1;3600.09;3600.00;298.0;camical;time;-1;3600.09;3599.90;262.0;cosa2;time;-1;3600.10;14497.66;1916.0;nmtip;uns;-1;6.71;6.59;31.0;nuxmv;time;-1;3600.10;14396.84;2303.0;pdtrav;uns;-1;96.56;649.82;3310.0;pono;time;-1;3600.10;18105.74;2304.0
bv-rast-p16;abc;time;-1;3600.10;43206.87;23609.0;abc17;time;-1;3600.12;43210.65;23239.0;avr;unk;-1;3574.13;53106.13;36363.0;avy;uns;-1;89.09;884.98;5352.0;btormc;time;-1;3600.09;3599.95;1275.0;camical;time;-1;3600.11;3599.98;2170.0;cosa2;time;-1;3600.10;14498.18;4603.0;nmtip;uns;-1;1.07;0.99;26.0;nuxmv;uns;-1;21.80;83.97;1009.0;pdtrav;uns;-1;28.50;169.70;2816.0;pono;time;-1;3600.10;18105.69;4844.0
bv-rast-p17;abc;time;-1;3600.10;37643.00;13277.0;abc17;time;-1;3600.10;37629.52;13045.0;avr;unk;-1;3572.49;50011.67;43280.0;avy;time;-1;3600.11;35994.22;67627.0;btormc;time;-1;3600.09;3599.82;1781.0;camical;time;-1;3600.13;3600.00;2293.0;cosa2;time;-1;3600.10;14498.27;6786.0;nmtip;uns;-1;0.60;0.49;28.0;nuxmv;time;-1;3600.10;14397.07;4462.0;pdtrav;time;-1;3600.10;25291.87;11678.0;pono;time;-1;3600.10;18104.78;9788.0
bv-rast-p18;abc;sat;0;0.95;0.69;54.0;abc17;sat;0;0.99;0.64;82.0;avr;sat;-1;0.41;1.33;409.0;avy;sat;0;0.33;0.20;23.0;btormc;sat;-1;0.06;0.00;0.0;camical;sat;0;0.01;0.00;0.0;cosa2;sat;-1;0.15;0.18;63.0;nmtip;sat;0;0.03;0.00;0.0;nuxmv;sat;-1;1.50;2.85;359.0;pdtrav;sat;0;4.40;5.42;2094.0;pono;sat;-1;0.60;0.62;82.0
bv-rast-p19;abc;sat;0;1.08;0.70;62.0;abc17;sat;0;0.80;0.60;52.0;avr;sat;-1;0.42;1.44;412.0;avy;sat;0;0.33;0.23;22.0;btormc;sat;-1;0.06;0.00;0.0;camical;sat;0;0.01;0.00;0.0;cosa2;sat;-1;0.14;0.20;63.0;nmtip;sat;0;0.03;0.00;0.0;nuxmv;sat;-1;1.55;2.84;352.0;pdtrav;sat;0;4.45;5.48;2096.0;pono;sat;-1;0.60;0.63;82.0
bv-rast-p21;abc;uns;-1;0.81;0.64;50.0;abc17;uns;-1;0.74;0.55;457.0;avr;uns;-1;0.42;1.19;366.0;avy;uns;-1;0.37;0.27;62.0;btormc;uns;-1;0.08;0.00;0.0;camical;unk;-1;46.26;46.19;856.0;cosa2;uns;-1;0.17;0.15;60.0;nmtip;uns;-1;0.61;0.49;13.0;nuxmv;uns;-1;2.83;7.92;494.0;pdtrav;uns;-1;2.89;3.22;238.0;pono;uns;-1;0.21;0.05;73.0
bv-ridecore;abc;sat;17;615.49;5544.54;8140.0;abc17;sat;17;632.18;5667.12;8083.0;avr;unk;-1;3558.87;53974.17;26644.0;avy;time;-1;3600.11;35377.86;14070.0;btormc;time;-1;3600.10;3599.94;3466.0;camical;time;-1;3600.10;3599.98;967.0;cosa2;time;-1;3600.10;14496.73;5518.0;nmtip;time;-1;3600.09;3600.01;604.0;nuxmv;time;-1;3600.10;14380.79;13073.0;pdtrav;sat;17;3173.73;11883.10;27657.0;pono;time;-1;3600.10;18105.72;22298.0
bv-rushhour.4.prop1-func-interl;abc;uns;-1;4.35;41.90;1163.0;abc17;uns;-1;4.52;47.17;1096.0;avr;unk;-1;3574.09;47770.06;28582.0;avy;uns;-1;40.54;391.61;1159.0;btormc;time;-1;3600.09;3599.98;2811.0;camical;time;-1;3600.10;3599.93;1611.0;cosa2;time;-1;3600.10;14496.74;8331.0;nmtip;time;-1;3600.09;3599.96;197.0;nuxmv;uns;-1;228.20;909.57;1716.0;pdtrav;uns;-1;235.09;1360.83;2137.0;pono;time;-1;3600.11;18103.94;10518.0
bv-shift_register_top_w128_d16_e0;abc;sat;39;167.46;1410.08;1133.0;abc17;sat;39;174.51;1467.64;1140.0;avr;sat;-1;149.23;2372.68;5072.0;avy;sat;32;129.65;1275.02;2268.0;btormc;time;-1;3600.09;3599.93;315.0;camical;time;-1;3600.09;3599.98;216.0;cosa2;time;-1;3600.09;14496.53;3354.0;nmtip;sat;32;822.58;822.48;104.0;nuxmv;sat;-1;2249.64;8996.46;2447.0;pdtrav;time;-1;3600.10;17757.70;7193.0;pono;time;-1;3600.10;18106.28;4078.0
bv-shift_register_top_w128_d64_e0;abc;time;-1;3600.10;40280.30;2900.0;abc17;time;-1;3600.10;42342.79;3318.0;avr;unk;-1;3575.32;49340.17;36158.0;avy;time;-1;3600.11;35930.03;16788.0;btormc;time;-1;3600.09;3599.95;617.0;camical;time;-1;3600.09;3599.99;328.0;cosa2;time;-1;3600.09;14497.58;2179.0;nmtip;time;-1;3600.09;3600.02;311.0;nuxmv;time;-1;3600.10;14397.39;4456.0;pdtrav;time;-1;3600.10;21111.65;7752.0;pono;time;-1;3600.09;18106.16;5366.0
bv-shift_register_top_w16_d128_e0;abc;time;-1;3600.10;41011.10;5164.0;abc17;time;-1;3600.10;40990.10;5132.0;avr;unk;-1;3575.73;53760.92;39945.0;avy;time;-1;3600.10;35995.46;14781.0;btormc;time;-1;3600.10;3599.76;316.0;camical;time;-1;3600.09;3599.91;221.0;cosa2;time;-1;3600.10;14497.08;1565.0;nmtip;time;-1;3600.09;3600.03;112.0;nuxmv;time;-1;3600.09;14398.33;1922.0;pdtrav;time;-1;3600.10;21004.12;9844.0;pono;time;-1;3600.10;18103.11;3084.0
